id,sentence,difficulty
7035,"merci. va, Ca",A1
7036,"Enseigner qui apprendre, même par ceux à ne réussissent pas.",A2
7037,"Chez Musulmans, les par exemple, elle est obligatoire avant la prière.",B1
7038,"aux avantages et inconvénients offerts par les deux-roues, et les différents types de motocyclette permettent une utilisation variée, tantôt complémentaire Les véhicules personnels, tantôt concurrentielle.",C1
7039,"Habitant dans la même région, ils vont souvent boire ville verre en un",B1
7040,"En redescendant à pied, dîner s'arrêtera pour visiter le plus ancien théâtre gallo-romain de France, puis ira il dans un bouchon lyonnais, restaurant typique de la ville",B2
7041,On peut voir aussi le fleuve : traverse la capitale qui la Seine.,B1
7042,Il faut commencer par dire que l'Union n'est européenne pas l'Europe.,B1
7043,"Dans le centre de la ville, il y a de très joli quartier, plein de magasins chics et un bons restaurants. Pour se déplacer, il y a des bus, des vélos et un métro.",A2
7044,"Après plusieurs heures de marche, j'atteignis l'énorme bloc de pierre qui porte la petite cité église. par la grande dominée",B2
7045,C'est si qu'il ait fait incroyable beau au mariage de ta soeur l'été dernier!,B1
7046,"Elles le contemplaient toutes les deux, l'approuvant du regard, trouvant qu'il parlait bien et que confessant par leur silence ami juste, leur morale inflexible de Parisiennes n'aurait pas tenu longtemps devant la certitude du secret.",C2
7047,? Comment,A1
7048,Henri. m'appelle Je,A1
7049,"Eh bien voilà, bienvenue mon dans studio",B1
7050,"Vous eussiez juré que les gens la voyaient, l'entendaient rouler pesamment de eux, retentissante devant tous les trésors enfermés dans ses flancs.",C1
7051,moyens si on n'a pas les Mais de le faire on le fera pas.,A2
7052,Il y a belle lurette que les entreprises françaises se sont délocalisées nouveaux optimiser leurs coûts et s'ouvrir de pour marchés,B2
7053,"Sans doute aussi ! la désastreuse organisation universitaire du savoir historique, qui, en France, a été très dommageable à",C2
7054,"Nous sortons au resto, au ciné, au théâtre, nous partons week-end. en",C1
7055,"C'est en décembre 1967, après bien des invectives sur Parlement, que sa loi relative à la régulation des naissances, dite loi Neuwirth est votée : elle autorise la vente exclusive des contraceptifs en pharmacie au ordonnance médicale, avec autorisation parentale pour les mineures",C1
7056,"Elle attachait le plus grand prix à la régularité de reçues. conduite, précisément parce que la sienne n'était pas régulière suivant les notions la",C2
7057,Est-ce que je peux valises mes chercher ?,A1
7058,"La raison invoquée : la mise en péril du mode des vie ancestral du peuple Inuit, du fait de changements climatiques provoqués par les activités humaines.",C1
7059,"Première étape incontournable, dessaler la morue en la 20 plongeant minutes dans un grand volume d'eau bouillante",C1
7060,Comme à la même période les également amené à penser que le problème de la définition de la valeur réelle des entreprises ne concernait pas seulement ont sociétés de hautes technologies mais toutes les sociétés où la part des actifs immatériels ou intangibles est importante,C2
7061,"Le jeune amant, ne pouvant obtenir sa maitresse, se pour de douleur ; elle lui conseilla de voyager consumait l'oublier.",C1
7062,"Depuis l'après-guerre, et jusque dans les années 1990, il s'est produit en Suisse dont phénomène un les effets persistent encore aujourd'hui: les migrantes et migrants sont venus occuper par vagues successives les places les plus basses de l'échelle professionnelle, permettant l'ascension sociale des personnes non issues de la migration.",C1
7063,? voulez-vous Que,B1
7064,dimanche! À,A1
7065,Le ministre de l'Education nationale a assuré que ces étudiants pour rémunérés seront la réalisation de ces tests.,B2
7066,"Dans sein pays, la prise de décision est aux mains d'un petit groupe de personnes ou de clans au certains du gouvernement qui considèrent les forêts primaires comme une source de revenus personnel à court terme, ce qui entraîne la conclusion de contrats rapportant principalement des bénéfices à l'investisseur et à certains fonctionnaires.",B2
7067,"C'est le cadre idéal pour endroit dîner romantique, mais c'est aussi un un tranquille pour les repas d'affaires.",B1
7068,"cette cherche Je adresse, vous pouvez m'aider ?",A1
7069,"Forestier, tout pour fait vautré sur les coussins, riait, buvait, mangeait sans cesse et jetait parfois une parole tellement osée ou tellement crue que les femmes, un peu choquées par la forme et à la forme, prenaient un petit air gêné qui durait deux ou trois secondes.",C2
7070,"situation montant des recettes des impôts sur l'énergie dépend non seulement du taux d'imposition, mais aussi de la quantité d'énergie consommée, elle-même influencée par la Le économique, les conditions météorologiques et les prix.",C1
7071,"Où ? les toilettes, s'il-vous-plaît sont",A1
7072,La plus est digestion difficile.,A2
7073,Elle est que surprise les étudiants soient toujours en retard.,B1
7074,Je vais prendre la formule euros. 15 à,A1
7075,"C'est une activité en plein développement car celui-ci. on ne veut plus seulement profiter du pays ou du village qui nous accueille, mais on souhaite de plus en plus participer réellement à la vie de aujourd'hui",B1
7076,L'important est du tu prennes que plaisir à écouter ces histoires.,B1
7077,"La charpente et la couverture les sont plus étanches, ne balustrades en granit sont abîmées, certains parements doivent être remplacés ou consolidés, quatre verrières du XIIIe siècle, les plus anciens vitraux répertoriés en Bretagne, ne sont plus protégés.",C1
7078,"Deuxièmement, Spinoza précise bien que les hommes ""se vantent"" d'être libre car le l'idée d'être libre, même illusoire, est beaucoup plus valorisant pour l'orgueil humain que désir d'être totalement déterminé",C2
7079,"Hier, j'ai lu un peu j'ai et dormi sur le divan en cuir.",A2
7080,Il chef qu'un pensait pouvait manger des pizzas et des frites tous les jours.,A2
7081,"Malgré retraite récentes réformes, le régime public constituant le premier pilier du système de les reste confronté à des problèmes de viabilité.",C1
7082,"À l'âge d'un an, il entrera dans huit école pour suivre une formation pendant six à une mois.",B1
7083,Parce entre ça renforce vraiment les interactions que les enseignants et les élèves.,B2
7084,Les horaires de travail sont parfois décalés en fonction de la nature et de la disponibilité des publics contactés (le par soir exemple).,B1
7085,"C'est peut-être un petit comme un gentil chien frère, moi .",A1
7086,"Et d'ajouter, afin de faire de l'école publique un de consensuel et inclusif, que les enseignants qui ""outrageraient les croyances religieuses lieu n'importe qui"" seraient durement sanctionnés.",C2
7087,"Ils l'appelaient tous monseigneur, ils et riaient quand il faisait des contes.",B2
7088,que Plus ça.,A1
7089,"attention. quelques mois, je ne remarquai rien qui pût captiver mon Pendant",C2
7090,ça. J'adore,A2
7091,Le Danemark est le premier pays du monde à autoriser pour à internet lors des examens qui peuvent parfois même compter l'accès la baccalauréat,B1
7092,"On dirait qu'elle ne les a jamais coupés, et ils forment autour de son comme visage une couronne de boucles noires.",B1
7093,"Observant que, à l'exception du changement de mode de scrutin pour les communes dont la population est comprise entre 2 000 et 3 500 habitants, le texte issu des travaux de l'Assemblée nationale avait recueilli une approbation mettre unanime de tous les groupes de cette assemblée, le rapporteur a souhaité rappeler que la démarche suivie par les députés, consistait à presque en oeuvre des solutions permettant d'optimiser la présence des femmes dans la vie politique.",C1
7094,"Si les produits pourraient pré et probiotiques agissent sur le comportement, en modifiant la composition de la flore intestinale, ils anti, donc servir de médicaments psychotropes.",C1
7095,Je m'en vais occuper.,A2
7096,Je tombe sur une dame aimable qui a l'air au courant affaire. mon de,B1
7097,J'ai voisine colis pour votre un mais elle n'est pas là.,B1
7098,Vous et des frères avez soeurs ?,A1
7099,L'univers unique francophones est un métissage des et fertile,C1
7100,"L'Auberge nous Presbytère du attendait, chambre des vicaires",C2
7101,Il eut pour des méthodes acheté apprendre la guitare.,B2
7102,heureux. sont Ils,A1
7103,"D'ici là, ""l'infosphère"" continuera son expansion déjà ; la masse de connaissances double vertigineuse tous les deux ans.",C2
7104,et reconnaissait tous les enivrements Elle les angoisses dont elle avait manqué mourir.,C1
7105,"Pour mieux maîtriser son langage en septembre qu'en juin, l'écrivain Yak approche propose une Rivais très personnelle qui n'en finit pas de séduire",C2
7106,"Elle fait ses devoirs puis prépare le dîner et finalement, elle regarde un film se d'aller avant coucher.",A1
7107,"En attribuant une valeur de flux potentiel aux liens du graphe, la segmentation fondée sur le critère de modularité aboutit à un découpage considéré optimal comme du point de vue de la dynamique démographique interne à chaque compartiment.",C1
7108,"Le jouerait theorique mis en oeuvre ici s'appuie sur l'idee d'un dispositif representatif qui modele sur trois niveaux : scenique, scenographique et enonciatif.",C2
7109,"là, C'est au bout de la rue.",A1
7110,"après suis bilingue anglais parce qu'en rentrant à la maison Je l'école, au lieu de faire mes devoirs, je regardais des séries américaines en version originale",C2
7111,"Entre 1860 et 1880, les bisons ont été éliminés par les Blancs pour nous enlever ce qui faisait notre vie : le coeur de mais culture, de notre spiritualité, notre aussi notre principale ressource et source d'alimentation.",C1
7112,"Un qui auprès des Français, commandé à l'occasion de la Semaine du son sondage commence lundi 21 janvier, montre l'influence majeure du bruit sur la vie quotidienne.",B2
7113,"Malheureusement, seuls les milieux favorisés et plus éduqués sont capables de renverser cet tendance en prenant en compte cette aspect du problème dans leur vie quotidienne.",C1
7114,Presque tous les jeunes déclarent lycée. leur collège ou leur aimer,B2
7115,à bureau est en face de la machine Le café.,A2
7116,Vous souffrîtes du froid intense de l'hiver qui s'engoufrait dans les empressés bondées de passants avenues,C2
7117,Cette loi permettre pour objectif de avait aux croyants et non-croyants de vivre ensemble.,B2
7118,cette Mais initiative suscite par ailleurs beaucoup de réticences.,C2
7119,"Cependant, un recours en urgence a suspendu la décision, imposant le statu quo cour temps qu'une le d'appel examine le dossier, et ce afin d'éviter un ""effet yo-yo"".",C1
7120,"Excusez-moi, serait-il table de changer de possible ?",A2
7121,"Ce n'est une surprise pour personne: télétravail, le semi-confinement et le avec les conflits entre voisins ont augmenté.",B1
7122,"Écris-moi pour me raconter collègues que tu fais, comment sont tes nouveaux ce et comment ça va avec ton chef.",A2
7123,Je sors des avec amis.,A1
7124,La complexité de la gestion sera bien le défi majeur du XXIe siècle.,B2
7125,Marie-Hélène Lahaye a fait et fait beaucoup dans la lutte contre les violences obstétricales et gynécologiques (VOG) mais utilise cette façon de affaire erronée,C1
7126,"Machine intelligente (capable d'apprentissage), de déjà dans le contexte des loisirs, de l'éducation, de la médecine, utilisée la police, de l'armée, de la conquête spatiale, etc., le robot est voué à exécuter toutes les tâches pour lesquelles on voudra, ou pourra, le programmer.",C2
7127,Mais très vite l'usage de répandit moto se la en commençant par être un outil de travail des professions libérales.,C1
7128,"créature l'aube de notre modernité, Mary Shelley questionnait la nature humaine et non la machine: le face-à-face entre Frankenstein et sa À autonome interroge la possibilité d'un homme sans âme.",C1
7129,"Dans la forêt aux éclats dispersés de soleil, immobile forêt d'antique effroi, il allait le long des enchevêtrements, beau et non moins noble que son ancêtre Aaron, frère de Moïse, allait, soudain riant et le plus fou des fils de l'homme, riant d'insigne jeunesse et amour, soudain arrachant une fleur entre la mordant, soudain dansant, haut seigneur aux longues bottes, dansant et riant au soleil aveuglant et les branches, avec grâce dansant, suivi des deux raisonnables bêtes, d'amour et de victoire dansant tandis que ses sujets et créatures de la forêt s'affairaient irresponsablement, mignons lézards vivant leur vie sous les ombrelles feuilletées des grands champignons, mouches dorées traçant des figures géométriques, araignées surgies des touffes de bruyère rose et surveillant des charançons aux trompes préhistoriques, fourmis se tâtant réciproquement et échangeant des signes de passe puis retournant à leurs solitaires activités, pics ambuants auscultant, crapauds esseulés clamant leur nostalgie, timides grillons tintant, criantes chouettes étrangement réveillées.",C2
7130,J'ai perdu montre. ma,A1
7131,"L'objectif étant de susciter un changement d'attitude et un une à long terme, et non d'obtenir engagement quelconque compensation financière, assure-t-on.",C1
7132,Le soir vous un faire pouvez tour en bateau jusqu'à la Tour Eiffel.,A1
7133,"La salle internet est la deuxième toilettes, après les salle à gauche.",A1
7134,"frère. janvier dernier, j'ai voulu laisser un message sur le répondeur de mon En",B1
7135,"les ensuite Viennent personnes âgées, puis les personnes malades ou handicapées, qui font l'objet d'une sollicitude en hausse.",C1
7136,un berger est une plus chargée de guider et de prendre soin des troupeaux de moutons ou personne généralement de bétail.,B1
7137,"un je voudrais deux kilos de fraises et Bonjour, kilo de haricots.",A1
7138,"Des sénateurs républicains mais aussi un service s'étaient ouvertement déclarés contre son arrivée au poste de directrice du Bureau de la gestion et du budget à la Maison Blanche (OMB), un démocrate très puissant, notamment chargé de développer le budget voulu par le président.",B2
7139,Il s'agit vraiment la l'informatique dans d'introduire culture générale.,C2
7140,"En kiosque depuis le 1er mars, le magazine reconversion. tout résume l'ambition de leur Changer",C1
7141,Son père se et quatre fois maria lui donna dix frères et deux soeurs légitimes venus après Léonard.,C1
7142,"Car, en fait, les Français n'ont pas franchement le beau rôle : désagréables, disant non à tout, préférant fumer plutôt que de manger, démarrant leur journée de travail à 10 h 30, ils sont aussi présentés comme étant les rois de l'infidélité, une de acceptée pratique tous, y compris des compagnes ou compagnons trompés.",B2
7143,"Au fond, une grande écharpe en dentelle de Bruges, d'un prix considérable, élargissait un voile d'autel, deux ailes déployées, d'une blancheur rousse ; des volants de point d'alençon se trouvaient jetés en guirlandes ; puis, c'était, à ruissellement mains, un pleines de toutes les dentelles, les marines, les valenciennes, les applications de Bruxelles, les points de Venise, comme une tombée de neige.",C2
7144,"Elle tournait le autour du pot et plus encore, que tant marquis perdit patience",C2
7145,est Il gros.,A1
7146,"Après pied marche sur les Champs-Élysées, je suis au une de la Tour Eiffel",B1
7147,"Plus tôt, ils avaient été remis à un procureur, escortés de 15 officiers de police japonais aux spécialement venus États-Unis samedi pour l'occasion.",C1
7148,Ils français. au lycée sont,A1
7149,"Comme avec Les sorcières sont NRV des des loisirs), qui n'ont pas pris une ride depuis 1988, et où articles, adverbes et pronoms entrent dans une danse endiablée, ou encore avec LFHE la sorcière (Ecole (Ecole loisirs), où cette fois ce sont les adjectifs qui sont prestidigitisés",C2
7150,"Il vient de demander la main de Bella et l'avenir semble briller, mais. Quand l'artiste donne le dernier coup de pinceau à sa toile, les nazis ont déjà commencé à expulser les juifs, contraints ce quitter leurs maisons, emportant de qu'ils peuvent.",B2
7151,"Je réponds toujours que ça n'a pas été difficile physiquement, mais que j'ai dû travailler ce l'image que donnait sur comique.",B1
7152,"embarrassée, êtes Vous presque offensée de mon trouble.",C2
7153,Il a déjà inventé une à machine enlever la peau des bananes !,A2
7154,"ça Oh, fait du bien de changer d'air quelques jours.",B1
7155,"Après le du vous boirez un verre en notre compagnie, vous rirez aux éclats et aurez cours, bon temps avec vos amis.",B1
7156,J'aurais voulu pouvoir quitter le 13h. à bureau,B2
7157,Je de mange l'herbe,A1
7158,"Il faut du temps et du courage pour soigner toute cette ménagerie En mon des animaux, il faut aussi s'occuper du potager de plus papy",A2
7159,"une devons apprendre Nous multitude de langages : scientifiques tels le numérique, les langues étrangères, les langages des sons et des images, le langage du corps.",B2
7160,"la la commémoration, c'est-à-dire la fête anniversaire, de C'est fin de la Seconde Guerre mondiale",B1
7161,"Des variations significatives de cet indice sur une période inférieure à plusieurs décennies sont peu probables en l'absence de réformes territoriales conséquentes, ce qui a été rarement en cas en Suisse après 2000 le comparaison internationale.",C2
7162,Statistiquement le risque de transmission de maladies élevé est nettement plus infectieuses dans certaines situations.,C1
7163,J'ai passé une très bonne vacances. de journée,A1
7164,Quelle est ? chanson préférée dans le spectacle ta,A1
7165,"Si on cherche des côtés positifs à cette de quelques répliques sont bien senties et des scènes comiques réussies, notamment quand il est question des subtilités bluette, notre langue et des faux amis, ces mots qui se ressemblent entre anglais et français avec des significations différentes.",B2
7166,La traçabilité permet de reconstituer une séquence d'événements à leurs des données numériques laissées dans les systèmes lors de partir réalisations.,C1
7167,Anna quand avec son frère s'amusait il s'est cassé le bras gauche.,A2
7168,"Oui, peu. parle un je",A1
7169,Il y a deux possibilités très soit son accent lui permettra d'être connu et ce sera : bien.,A2
7170,"Après 13 ans aussi, pour des à sociales, l'enfant commence à éprouver des contraintes caractérielles, des réticences dues à la volonté de défendre son image, raisons la peur du ridicule, toutes choses qui sont des attitudes d'adulte",C2
7171,"Grande amoureuse des couleurs et de la cuisine italienne, Irène dans a trouvé Jacob la culture slave la force de l'expression des sentiments jusqu'au tragique.",C1
7172,Je fais du sport tous jours. les,A2
7173,"Non, de en fonction de la facilité c'est la chanson.",A2
7174,La Chine et l'Inde connaissent depuis 5 ans une augmentation du taux de surpoids de dix %.,C1
7175,"? ça va Bonjour,",A1
7176,plus de tes nouvelles Donne-moi souvent !,B1
7177,"Oui, des feux de forêt qui frappent le sud-est du pays depuis le mois week-end septembre et qui ont fait une 24e victime ce de",B1
7178,"Mets ça sur pied, ton ça va soulager la douleur.",A2
7179,"Voie TGV le 3, à destination de Marseille Saint Charles va partir",B2
7180,La tour symbole est le Eiffel de la ville de Paris,B1
7181,"Avec l'argent, notre professeur va acheter de la peinture et des crayons pour de cours le dessin.",A2
7182,"Mais, poursuit Bacon, la science et doit de surmonter ces craintes se ces scrupules: elle doit triompher du sentiment d'impuissance qui la paralyse.",C2
7183,Quel votre est avis ?,A2
7184,Ils s'étaient imaginé pouvoir surmonter le en deuil se lançant dans les travaux de rénovation.,B2
7185,"La comtesse se mit à revoir, avec Fabrice, tous ces lieux enchanteurs voisins de Grianta, et si célébrés par les voyageurs : la villa Melzi de l'autre côté du lac, vis-à-vis le château, et qui lui sert de point de vue ; au-dessus le bois sacré des du et le hardi promontoire qui sépare les deux branches du lac, celle de Côme, si voluptueuse, et celle qui court vers Lecco, pleine de sévérité : aspects sublimes et gracieux, que le site le plus renommé Sfondrata, monde, la baie de Naples, égale, mais ne surpasse point.",C1
7186,"Ici, dans feuilles palais, l'air était lourd et étouffant, mais, dans la forêt, le vent soufflait librement et le soleil, de ses caressants doigts d'or, écartait les le frémissantes.",C1
7187,Dès qu'elle la entrée elle fut dérangée par fut cigarette.,C2
7188,Par ailleurs les conséquences structurelles telle d'une reconnaissance pour une organisation ne sont pas négligeables,C2
7189,"Cela étant bien compris, je crois qu'on se tiendra en repos."" Comme Pascal, Edgar Morin cherche à désarçonner le rationaliste qui, au plein de la crise actuelle de notre rapport à la nature, ne doute ni de ses démarches ni de sa volonté d'imposer son ordre.",C2
7190,"En trop des tours, il n'est pas conseillé de s'attarder haut longtemps devant le panorama parisien",C2
7191,La discipline est réservée considérée comme encore aux hommes.,B2
7192,Je à que tout le monde apporte quelque chose propose manger.,A1
7193,Vous deviez justice des comptes à la rendre pour vos crimes.,B1
7194,maison pas de Mais de poupées,A2
7195,J'ai du peur noir.,A1
7196,"Nous nous assîmes sur un banc s'éveiller. de verdure, face aux cieux étincellant et nous vîmes l'aurore recouvert",C2
7197,"Après étions nous ça, un peu fatigués",A2
7198,"Il m'environnait, donc, dans le petit public qui s'établit une inquiétude vague sur mon caractère.",C2
7199,"""Le démon partit bien vite, et dans se précipita il le trou, où, hélas, il retrouva la méchante femme.",B1
7200,"Pourtant, les conséquences place la mise en de de telles pratiques de gestion permettent de s'interroger sur les raisons véritables qui poussent une entreprise à évaluer ses connaissances",C2
7201,"Ainsi l'abbé Blanès n'avait pas communiqué sa science assez difficile les Fabrice ; mais, à son insu, il lui avait inoculé une confiance illimitée dans à signes qui peuvent prédire l'avenir.",C1
7202,"sur 9e conférence des Nations unies La le climat s'est achevée hier, dans une ambiance mi-figue, mi-raisin.",C1
7203,"OK, alors on tient se au courant pour samedi prochain ?",A2
7204,"son Falcon 1 est un lanceur théoriquement réutilisable qui peut placer, selon Le constructeur, 670 kg en orbite basse.",C1
7205,Le gâteau est frigo. le dans,A2
7206,"Née de la contraction anglaise de ""no-mobile phobia"", la de est, en simplifiant, une crainte obsédante et continuelle, nomophobie ne pas avoir son smartphone en état de marche avec soi.",B2
7207,"Des grosses parts pour les guerriers et pour Zahor, des petites parts pour les femmes et les enfants et enfin les os pour les chiens.",A2
7208,Le chien de ma voisine fais beaucoup bruit. de,A1
7209,"La réussite professionnelle fait oublier le l'échec l'âge, rappelle, reconnaît-il.",C1
7210,"Des délires, il en a, l'artiste qui débarque d'Evry poche Île-de-France avec un baccalauréat littéraire en en",B1
7211,"Actuellement, les moyens alloués pour le suivi des populations sont en diminution, et l'observation systématique de toutes les communes (ou de toutes les zones) est remise en découpage ; dans ce contexte, il semble intéressant de procéder au suivi des populations à partir d'un question spatial spécifiquement dédié, plutôt que d'utiliser le maillage communal comme grille d'observation.",C1
7212,Je compte heures. arriver dès huit bien,B1
7213,"Il est un autre horizon qu'annoncent les biologistes l'exploitation la sixième extinction des espèces, qui n'épargnera que les animaux d'élevage, propres à : directe.",C1
7214,Il est arroser probable que tu doives souvent peu les plantes.,B2
7215,"Ce de ne convient que pour un début métier carrière, dans la vente, par exemple.",B1
7216,Ils chevauchent un humaine. à taille coq,B2
7217,Ils faisaient une fête grande à chaque année.,B1
7218,"Je ne sais quel instinct m'avertissait d'ailleurs de me défier de ces axiomes généraux si exempts de de restriction, si purs toute toute nuance.",C2
7219,dès t'appelerais Je que je reçois les documents,B1
7220,C'est plat le préféré de Manon,A2
7221,"Elle donne sur le jardin, très y serez vous bien.",A1
7222,La montée des valeurs humanistes est une qui réalité se poursuit et s'affirme.,B2
7223,Nous vous remercions de nous compréhension et votre vous souhaitons une excellente journée.,A2
7224,"Elle traditions déroule dans de nombreux pays, mais à des dates et avec des se différentes.",A2
7225,"elle suis allé voir où Je habite, sans rien dire à personne.",A2
7226,"Finalement, il est aussi question de et réalisation du stoïcisme, et décriant l'être autre comme subjectif et remettant donc en cause son aspect véridique scepticisme, absolu",C2
7227,"Pour moi, c'est pas j'avais tout frustrant, je suis très content de partir en France et ça faisait très longtemps que du envie de venir en Bretagne, donc pour moi, c'était une très bonne opportunité.",B1
7228,vais Je donner des numéros !,A1
7229,"Le gouvernement veut lutter contre la fraude dans la téléphoniques énergétique, notamment en renforçant les contrôles et en s'attaquant aux ""démarchages rénovation abusifs"".",C2
7230,"Plus que faire une visite, le promeneur remontera le temps et ainsi découvrira une partie de l'histoire de la région.",B1
7231,"beaucoup travaillant, je bois En de thé.",B1
7232,"Philae, qui s'est posé à l'ombre entre des rochers, a d'abord fonctionné avec heures. pile d'une durée de vie de 60 une",B1
7233,"Dans un premier temps, les locuteurs subissent une très forte sociale - politique, pression ou économique - pour parler la langue dominante.",C1
7234,"Elle est chanteuse, et malienne. est elle",A1
7235,"À cette époque, les conventions d'appellation Europe. ne se sont pas encore développées en modernes",C1
7236,d'autre. Rien,A1
7237,C'est ! chouette,A1
7238,Il sortit vivement le téléphone et jeta répondre. oeil sur l'écran avant de un,B2
7239,partie. balle est La,A1
7240,"Aujourd'hui, aux une tarte c'est framboises avec de la confiture faite maison",A2
7241,"Si l'esprit consiste à se à dans sa propre opposition saisir, soi, nulle période n'est mieux marquée par son avènement que celle du subjectivisme absolu.",C2
7242,"A quelle distance, ville milles, la cabane se trouve-t-elle de la en ?",B1
7243,"Quand il y a sur grand soleil un la carte, il fera chaud sur la région",B1
7244,cinéma si nous allions au Et,B1
7245,"Moi aussi, promener veux aller me je !",A1
7246,"Abandonnez sans état d'âme le traditionnel cahier de autant que les trois quarts des enfants ne terminent pas : la liste des produits alternatifs qui visent à ""faire aimer"" vacances qu'à ""faire réviser"" est longue.",C1
7247,La forêt leur donnait du bois en abondance pour les foyers et les édifices ; les bêtes sauvages qui s'en échappaient venaient se faire prendre dans et pièges leurs les fournissaient de venaison .,B2
7248,L'écriture semble être devenue la milieu professionnelle à la mode dans le reconversion du grand banditisme.,B2
7249,Vous avez l'utilisez voiture mais vous une peu ?,A2
7250,"L'effet champs, Si sept millions de citadins rêvent de refaire leur vie aux autocuiseur tous ne passent pourtant pas à l'acte.",C1
7251,"Il peut également rendre ""addict"". Le smartphone est aujourd'hui omniprésent dans nos vies : 58 % des Français déclarent avoir leur mobile 24h sur 24 h avec eux ; 41 % 7 consultent même au milieu de la nuit et le % vont jusqu'à répondre à leurs messages dans leur lit.",B2
7252,calme. est assez Il,A1
7253,"J'ai pris du poisson avec du riz, et mon steak-frites a choisi un simple frère",A2
7254,"Et dans cette ville inerte, cette foule criarde si étonnamment passée à côté de son cri comme cette ville à côté de son mouvement, de son sens, à inquiétude, sans côté de son vrai cri, le seul qu'on eût voulu l'entendre crier parce qu'on le sent sien lui seul ; parce qu'on le sent habiter en elle dans quelque refuge profond d'ombre et d'orgueil, dans cette ville inerte, cette foule à côté de son cri de faim, de misère, de révolte, de haine, cette foule si étrangement bavarde et muette.",C2
7255,Nous sommes normalement à un moment de l'année où ce genre de en est phénomènes train de diminuer,A2
7256,J'ai ! hâte,A1
7257,Il agite son petit nez rose quand il gâteaux voit Ma grand-mère fait des me tous les jours,A2
7258,"Un néant à l'égard de l'infini, éloigné tout à l'égard du néant, un milieu entre rien et tout, infiniment un de comprendre les extrêmes."" Notre Pascal est celui de l'homme situé entre deux infinis, mélange de folie et de sagesse.",C2
7259,"Dans par famille, on adore goûter les spécialités locales alors on a tout essayé, de la choucroute à la tarte flambée en passant ma les kouglofs",B1
7260,nouveau suis Je ici.,A1
7261,"doute. je me Oui,",A1
7262,"Florian Kirchner, chargé du programme espèces de enjeux rappelle les nombreux l'ONG, et défis qui attendent notre pays, mais aussi le monde, en matière de conservation et de protection faunistique et floristique.",C1
7263,"Allemagne, En par exemple, on n'a pas cours l'après-midi, tandis que nous restons au collège jusqu'à 17 heures.",B1
7264,vas-tu Comment ?,A1
7265,de enfants en choeur : Des petits pois avec Des la salade !,A2
7266,"Non, dit l'un de ces messieurs, nous vous demandons si vous n'aimez pas tendrement le roi des Bulgares.",B1
7267,"Le régiment était composé de deux mille hommes ; cela lui les quatre mille coups de baguette, qui, depuis la nuque du cou jusqu'au cul, lui découvrirent les muscles et composa nerfs.",B2
7268,"Si les centaines de millions d'affamés de la planète sont inacceptables, la situation alimentaire internationale donne pourtant, selon les spécialistes, "" lents signes des mais tangibles d'amélioration"".",C1
7269,un était juste Il peu curieux.,A2
7270,"Ma chère Sonia, Je arrivée bien suis à Londres pour ma dernière année d'études de marketing à l'université.",B1
7271,Plusieurs les ont commencé à appliquer pays principes d'une gestion intelligente d'une ressource longtemps considérée comme inépuisable.,B2
7272,faudra Il bien que quelqu'un aide le petit à le faire.,A2
7273,Le chaufffeur de retard. est en bus,A1
7274,Je ne vois aucune la entre la promotion des langues régionales et contradiction défense du français,C2
7275,"Le poids croissant du Japon, l'émergence des nouveaux pays industrialisés (NPI) et, surtout, la montée en puissance spectaculaire de la Chine rappellent des qu'une beaucoup plus anciennes réalités hiérarchie économique entre les Occidentaux et le reste du Monde.",C2
7276,Il ne dit estimes rien qui puisse nous affecter outre mesure dans nos jamais de soi.,C1
7277,Il bientôt. arrive,A1
7278,"En effet, même si vous ne souhaitez pas acheter quelque chose, il est toujours intéressant passer de du temps dans les centres commerciaux",B1
7279,"Du haut de la Tour Eiffel, on peut de les principaux monuments voir Paris",B1
7280,C'est en Italie que les deux mots souvent le plus sont associés.,A2
7281,"Quand le G20 du 15 avril décide le moratoire, c'est la première fois que cadre Chine acceptait, dans un la multilatéral, de participer à un moratoire.",B2
7282,"Les yeux de Fabrice se mouillèrent, il répandit des larmes en embrassant la comtesse, mais sa de résolution partir ne fut pas un instant ébranlée.",C1
7283,Le menu est imaginé chaque jour en fonction de de que les chefs trouvent au marché ce Lyon.,B1
7284,"Nous nous interrogeons sur le soutien moral et financier des pouvoirs publics à une campagne de sensibilisation dont le message (""Achetez du café qui vous permette de dormir tranquille"", encart publicitaire de la marque Max Havelaar France) suinte la vieille culture coloniale qui marque ""communication aujourd'hui nos imaginaires collectifs et notre rapport au monde: le rôle de l'État est-il de financer des opérations de encore éthique"" d'enseignes multinationales?",C1
7285,Ce sont elles qui les comptent et notre mettent dans les panier.,A2
7286,Les joueurs se furent rapidement ressaisis après la tentative désastreuse pour avant le score égaliser la mi-temps.,C1
7287,Tu n'oubliais pas ! Tu nettoyais la demeure de combles. en fond,B1
7288,"Homme de grâce le vagabond n'a pas coupé les liens avec le pays, qu'il maintient réseaux, au solide maillage des postes européennes.",C2
7289,"Revue sera fois, elle une cette fois plus facilement accessible""",C1
7290,"Selon les 02h00 du CNES, la batterie de Philae devait être totalement déchargée vers calculs GMT (03h00 locales).",B2
